referencia,referencia_data,ativo,idtempo,idreserva,idsituacao,situacao,sigla,tempo,data_cad
15075,2025-04-30 19:56:50,S,15075,2524,17,Sienge,,28,2025-04-30 19:56:50
15076,2025-04-30 21:59:47,S,15076,2564,24,Contrato - Assinatura (5),,2159,2025-04-30 21:59:47
15077,2025-04-30 22:20:23,S,15077,2453,24,Contrato - Assinatura (5),,2142,2025-04-30 22:20:23
15078,2025-05-01 12:22:42,S,15078,2121,24,Contrato - Assinatura (5),,2750,2025-05-01 12:22:42
15079,2025-05-01 16:17:46,S,15079,1926,24,Contrato - Assinatura (5),,2837,2025-05-01 16:17:46
15080,2025-05-02 07:51:08,S,15080,2415,24,Contrato - Assinatura (5),,2292,2025-05-02 07:51:08
15081,2025-05-02 08:42:41,S,15081,2601,19,Crédito (CEF) (3),,12970,2025-05-02 08:42:41
15082,2025-05-02 08:42:45,S,15082,2601,21,Crédito reprovado (CEF) (2),,0,2025-05-02 08:42:45
15083,2025-05-02 09:01:18,S,15083,2264,19,Crédito (CEF) (3),,35548,2025-05-02 09:01:18
15084,2025-05-02 09:23:09,S,15084,2270,19,Crédito (CEF) (3),,35567,2025-05-02 09:23:09
15085,2025-05-02 10:52:46,S,15085,2557,24,Contrato - Assinatura (5),,4364,2025-05-02 10:52:46
15086,2025-05-02 10:52:51,S,15086,2557,32,Contrato VB - Espera,,0,2025-05-02 10:52:51
15087,2025-05-02 10:52:55,S,15087,2557,24,Contrato - Assinatura (5),,0,2025-05-02 10:52:55
15088,2025-05-02 11:15:42,S,15088,2557,20,Negociação (5),,22,2025-05-02 11:15:42
15089,2025-05-02 14:19:24,S,15089,2466,20,Negociação (5),,31578,2025-05-02 14:19:24
15090,2025-05-02 14:31:14,S,15090,2551,16,Contrato - Elaboração (2),,4341,2025-05-02 14:31:14
15091,2025-05-02 14:31:29,S,15091,1960,16,Contrato - Elaboração (2),,6090,2025-05-02 14:31:29
15092,2025-05-02 14:43:11,S,15092,2479,24,Contrato - Assinatura (5),,21445,2025-05-02 14:43:11
15093,2025-05-02 14:43:15,S,15093,2479,20,Negociação (5),,0,2025-05-02 14:43:15
15094,2025-05-02 14:43:44,S,15094,2478,24,Contrato - Assinatura (5),,12998,2025-05-02 14:43:44
15095,2025-05-02 14:43:48,S,15095,2478,20,Negociação (5),,0,2025-05-02 14:43:48
15096,2025-05-02 14:54:49,S,15096,2113,16,Contrato - Elaboração (2),,5724,2025-05-02 14:54:49
15097,2025-05-02 15:16:46,S,15097,2605,17,Sienge,,2707,2025-05-02 15:16:46
15098,2025-05-02 15:19:45,S,15098,2580,16,Contrato - Elaboração (2),,4230,2025-05-02 15:19:45
15099,2025-05-02 15:39:48,S,15099,2564,27,Contrato Assinado (1),,2500,2025-05-02 15:39:48
15100,2025-05-02 15:40:04,S,15100,1934,16,Contrato - Elaboração (2),,11529,2025-05-02 15:40:04
15101,2025-05-02 15:44:35,S,15101,2453,27,Contrato Assinado (1),,2484,2025-05-02 15:44:35
15102,2025-05-02 15:47:50,S,15102,2453,17,Sienge,,3,2025-05-02 15:47:50
15103,2025-05-02 15:49:21,S,15103,2415,27,Contrato Assinado (1),,478,2025-05-02 15:49:21
15104,2025-05-02 15:53:58,S,15104,2478,1,Reserva (7),,70,2025-05-02 15:53:58
15105,2025-05-02 15:55:22,S,15105,2550,20,Negociação (5),,13352,2025-05-02 15:55:22
15106,2025-05-02 15:57:27,S,15106,2415,17,Sienge,,8,2025-05-02 15:57:27
15107,2025-05-02 15:59:17,S,15107,2121,27,Contrato Assinado (1),,1656,2025-05-02 15:59:17
15108,2025-05-02 15:59:28,S,15108,2550,23,Análise de proposta (Diretoria) (1),,4,2025-05-02 15:59:28
15109,2025-05-02 16:02:47,S,15109,2121,17,Sienge,,3,2025-05-02 16:02:47
15110,2025-05-02 16:04:46,S,15110,1926,27,Contrato Assinado (1),,1427,2025-05-02 16:04:46
15111,2025-05-02 16:06:51,S,15111,2557,23,Análise de proposta (Diretoria) (1),,291,2025-05-02 16:06:51
15112,2025-05-02 16:17:06,S,15112,2616,24,Contrato - Assinatura (5),,2804,2025-05-02 16:17:06
15113,2025-05-02 16:17:11,S,15113,2616,20,Negociação (5),,0,2025-05-02 16:17:11
15114,2025-05-02 16:17:50,S,15114,2499,16,Contrato - Elaboração (2),,4471,2025-05-02 16:17:50
15115,2025-05-02 16:20:26,S,15115,1926,17,Sienge,,15,2025-05-02 16:20:26
15116,2025-05-02 16:21:03,S,15116,2564,17,Sienge,,41,2025-05-02 16:21:03
15117,2025-05-02 16:43:31,S,15117,2639,1,Reserva (7),,2962,2025-05-02 16:43:31
15118,2025-05-02 17:02:36,S,15118,2180,16,Contrato - Elaboração (2),,11477,2025-05-02 17:02:36
15119,2025-05-02 17:03:54,S,15119,2180,20,Negociação (5),,1,2025-05-02 17:03:54
15120,2025-05-02 17:06:18,S,15120,2557,26,Crédito (Interno) (2),,59,2025-05-02 17:06:18
15121,2025-05-02 17:14:26,S,15121,2642,1,Reserva (7),,171,2025-05-02 17:14:26
15122,2025-05-02 17:19:25,S,15122,2551,32,Contrato VB - Espera,,168,2025-05-02 17:19:25
15123,2025-05-02 17:30:59,S,15123,2580,32,Contrato VB - Espera,,131,2025-05-02 17:30:59
15124,2025-05-02 17:34:43,S,15124,2616,1,Reserva (7),,77,2025-05-02 17:34:43
15125,2025-05-02 17:42:03,S,15125,2499,32,Contrato VB - Espera,,84,2025-05-02 17:42:03
15126,2025-05-02 17:47:20,S,15126,2180,23,Análise de proposta (Diretoria) (1),,43,2025-05-02 17:47:20
15127,2025-05-02 17:50:31,S,15127,2551,24,Contrato - Assinatura (5),,31,2025-05-02 17:50:31
15128,2025-05-02 17:54:29,S,15128,2180,26,Crédito (Interno) (2),,7,2025-05-02 17:54:29
15129,2025-05-02 18:00:34,S,15129,2551,32,Contrato VB - Espera,,10,2025-05-02 18:00:34
15130,2025-05-02 18:05:11,S,15130,2180,16,Contrato - Elaboração (2),,10,2025-05-02 18:05:11
15131,2025-05-02 19:28:40,S,15131,2431,24,Contrato - Assinatura (5),,4806,2025-05-02 19:28:40
15132,2025-05-03 08:17:28,S,15132,2601,1,Reserva (7),,1414,2025-05-03 08:17:28
15133,2025-05-05 08:05:47,S,15133,2217,24,Contrato - Assinatura (5),,8411,2025-05-05 08:05:47
15134,2025-05-05 08:11:34,S,15134,2217,32,Contrato VB - Espera,,5,2025-05-05 08:11:34
15135,2025-05-05 08:16:43,S,15135,1921,24,Contrato - Assinatura (5),,8185,2025-05-05 08:16:43
15136,2025-05-05 08:41:58,S,15136,2626,24,Contrato - Assinatura (5),,6669,2025-05-05 08:41:58
15137,2025-05-05 08:42:03,S,15137,2626,27,Contrato Assinado (1),,0,2025-05-05 08:42:03
15138,2025-05-05 08:54:16,S,15138,2551,24,Contrato - Assinatura (5),,3773,2025-05-05 08:54:16
15139,2025-05-05 08:56:04,S,15139,2551,32,Contrato VB - Espera,,1,2025-05-05 08:56:04
15140,2025-05-05 09:25:18,S,15140,2556,1,Reserva (7),,16746,2025-05-05 09:25:18
15141,2025-05-05 09:27:01,S,15141,2113,32,Contrato VB - Espera,,3992,2025-05-05 09:27:01
15142,2025-05-05 09:42:07,S,15142,1960,32,Contrato VB - Espera,,4030,2025-05-05 09:42:07
15143,2025-05-05 09:44:53,S,15143,2082,20,Negociação (5),,17268,2025-05-05 09:44:53
15144,2025-05-05 09:44:57,S,15144,2082,23,Análise de proposta (Diretoria) (1),,0,2025-05-05 09:44:57
15145,2025-05-05 09:48:23,S,15145,2399,32,Contrato VB - Espera,,8257,2025-05-05 09:48:23
15146,2025-05-05 09:57:11,S,15146,1934,32,Contrato VB - Espera,,3977,2025-05-05 09:57:11
15147,2025-05-05 10:02:12,S,15147,1932,32,Contrato VB - Espera,,6871,2025-05-05 10:02:12
15148,2025-05-05 10:17:11,S,15148,2580,24,Contrato - Assinatura (5),,3886,2025-05-05 10:17:11
15149,2025-05-05 10:17:57,S,15149,2639,19,Crédito (CEF) (3),,3934,2025-05-05 10:17:57
15150,2025-05-05 11:02:39,S,15150,2500,20,Negociação (5),,9851,2025-05-05 11:02:39
15151,2025-05-05 11:18:55,S,15151,2565,19,Crédito (CEF) (3),,9879,2025-05-05 11:18:55
15152,2025-05-05 11:19:00,S,15152,2565,21,Crédito reprovado (CEF) (2),,0,2025-05-05 11:19:00
15153,2025-05-05 11:19:04,S,15153,2565,1,Reserva (7),,0,2025-05-05 11:19:04
15154,2025-05-05 11:34:46,S,15154,1921,27,Contrato Assinado (1),,198,2025-05-05 11:34:46
15155,2025-05-05 11:42:48,S,15155,1921,17,Sienge,,8,2025-05-05 11:42:48
15156,2025-05-05 11:43:47,S,15156,2580,27,Contrato Assinado (1),,86,2025-05-05 11:43:47
15157,2025-05-05 12:07:11,S,15157,2580,17,Sienge,,23,2025-05-05 12:07:11
15158,2025-05-05 12:33:59,S,15158,2592,20,Negociação (5),,17472,2025-05-05 12:33:59
15159,2025-05-05 13:15:14,S,15159,2431,27,Contrato Assinado (1),,3946,2025-05-05 13:15:14
15160,2025-05-05 14:22:42,S,15160,2003,16,Contrato - Elaboração (2),,7200,2025-05-05 14:22:42
15161,2025-05-05 14:34:29,S,15161,2082,26,Crédito (Interno) (2),,289,2025-05-05 14:34:29
15162,2025-05-05 14:37:49,S,15162,1983,16,Contrato - Elaboração (2),,7212,2025-05-05 14:37:49
15163,2025-05-05 14:44:17,S,15163,2082,20,Negociação (5),,9,2025-05-05 14:44:17
15164,2025-05-05 14:44:21,S,15164,2082,23,Análise de proposta (Diretoria) (1),,0,2025-05-05 14:44:21
15165,2025-05-05 15:02:00,S,15165,2431,17,Sienge,,106,2025-05-05 15:02:00
15166,2025-05-05 15:18:11,S,15166,2082,26,Crédito (Interno) (2),,33,2025-05-05 15:18:11
15167,2025-05-05 15:43:08,S,15167,2581,20,Negociação (5),,10100,2025-05-05 15:43:08
15168,2025-05-05 15:43:12,S,15168,2581,23,Análise de proposta (Diretoria) (1),,0,2025-05-05 15:43:12
15169,2025-05-05 15:43:16,S,15169,2581,26,Crédito (Interno) (2),,0,2025-05-05 15:43:16
15170,2025-05-05 15:47:23,S,15170,2500,23,Análise de proposta (Diretoria) (1),,284,2025-05-05 15:47:23
15171,2025-05-05 15:51:30,S,15171,2252,19,Crédito (CEF) (3),,14675,2025-05-05 15:51:30
15172,2025-05-05 15:59:15,S,15172,2627,1,Reserva (7),,14332,2025-05-05 15:59:15
15173,2025-05-05 16:08:35,S,15173,2614,1,Reserva (7),,17555,2025-05-05 16:08:35
15174,2025-05-05 16:14:10,S,15174,2240,19,Crédito (CEF) (3),,18741,2025-05-05 16:14:10
15175,2025-05-05 16:47:41,S,15175,2282,24,Contrato - Assinatura (5),,8937,2025-05-05 16:47:41
15176,2025-05-05 17:17:26,S,15176,2047,24,Contrato - Assinatura (5),,8788,2025-05-05 17:17:26
15177,2025-05-05 17:20:06,S,15177,2017,16,Contrato - Elaboração (2),,14734,2025-05-05 17:20:06
15178,2025-05-05 17:32:23,S,15178,2620,1,Reserva (7),,15853,2025-05-05 17:32:23
15179,2025-05-05 17:33:14,S,15179,2556,19,Crédito (CEF) (3),,487,2025-05-05 17:33:14
15180,2025-05-05 17:37:00,S,15180,2628,1,Reserva (7),,13404,2025-05-05 17:37:00
15181,2025-05-05 17:46:05,S,15181,2282,27,Contrato Assinado (1),,58,2025-05-05 17:46:05
15182,2025-05-05 17:50:43,S,15182,2634,19,Crédito (CEF) (3),,10178,2025-05-05 17:50:43
15183,2025-05-05 17:53:52,S,15183,2082,16,Contrato - Elaboração (2),,155,2025-05-05 17:53:52
15184,2025-05-05 17:58:00,S,15184,2282,17,Sienge,,11,2025-05-05 17:58:00
15185,2025-05-05 18:08:08,S,15185,2617,20,Negociação (5),,10308,2025-05-05 18:08:08
15186,2025-05-05 18:22:55,S,15186,2636,1,Reserva (7),,8633,2025-05-05 18:22:55
15187,2025-05-05 18:26:53,S,15187,2252,20,Negociação (5),,155,2025-05-05 18:26:53
15188,2025-05-05 18:26:58,S,15188,2252,23,Análise de proposta (Diretoria) (1),,0,2025-05-05 18:26:58
15189,2025-05-05 18:27:25,S,15189,2640,1,Reserva (7),,7362,2025-05-05 18:27:25
15190,2025-05-05 18:28:31,S,15190,2479,1,Reserva (7),,4545,2025-05-05 18:28:31
15191,2025-05-05 18:34:08,S,15191,2625,1,Reserva (7),,14801,2025-05-05 18:34:08
15192,2025-05-05 18:35:23,S,15192,2624,1,Reserva (7),,14808,2025-05-05 18:35:23
15193,2025-05-05 18:53:16,S,15193,1962,20,Negociação (5),,8707,2025-05-05 18:53:16
15194,2025-05-05 18:58:44,S,15194,2634,20,Negociação (5),,68,2025-05-05 18:58:44
15195,2025-05-05 18:58:47,S,15195,2634,1,Reserva (7),,0,2025-05-05 18:58:47
15196,2025-05-05 19:07:10,S,15196,1939,24,Contrato - Assinatura (5),,8841,2025-05-05 19:07:10
15197,2025-05-05 19:07:32,S,15197,1939,20,Negociação (5),,0,2025-05-05 19:07:32
15198,2025-05-05 19:50:09,S,15198,2557,20,Negociação (5),,4483,2025-05-05 19:50:09
15199,2025-05-05 19:50:51,S,15199,2557,23,Análise de proposta (Diretoria) (1),,0,2025-05-05 19:50:51
