referencia,referencia_data,ativo,idtempo,idreserva,idsituacao,situacao,sigla,tempo,data_cad
14289,2025-04-14 09:15:39,S,14289,1951,16,Contrato - Elaboração (2),,7208,2025-04-14 09:15:39
14290,2025-04-14 09:17:23,S,14290,2556,21,Crédito reprovado (CEF) (2),,6789,2025-04-14 09:17:23
14291,2025-04-14 09:17:28,S,14291,2556,1,Reserva (7),,0,2025-04-14 09:17:28
14292,2025-04-14 09:18:06,S,14292,2582,1,Reserva (7),,6617,2025-04-14 09:18:06
14293,2025-04-14 09:39:20,S,14293,2282,26,Crédito (Interno) (2),,3937,2025-04-14 09:39:20
14294,2025-04-14 09:47:01,S,14294,2569,20,Negociação (5),,3975,2025-04-14 09:47:01
14295,2025-04-14 09:47:04,S,14295,2569,1,Reserva (7),,0,2025-04-14 09:47:04
14296,2025-04-14 09:50:34,S,14296,2478,23,Análise de proposta (Diretoria) (1),,3838,2025-04-14 09:50:34
14297,2025-04-14 09:59:33,S,14297,2120,16,Contrato - Elaboração (2),,5490,2025-04-14 09:59:33
14298,2025-04-14 10:18:11,S,14298,1941,1,Reserva (7),,19974,2025-04-14 10:18:11
14299,2025-04-14 10:21:14,S,14299,1923,26,Crédito (Interno) (2),,13987,2025-04-14 10:21:14
14300,2025-04-14 10:33:06,S,14300,2576,23,Análise de proposta (Diretoria) (1),,2870,2025-04-14 10:33:06
14301,2025-04-14 10:33:11,S,14301,2437,23,Análise de proposta (Diretoria) (1),,2870,2025-04-14 10:33:11
14302,2025-04-14 10:33:16,S,14302,2436,23,Análise de proposta (Diretoria) (1),,2869,2025-04-14 10:33:16
14303,2025-04-14 10:36:46,S,14303,2471,27,Contrato Assinado (1),,5356,2025-04-14 10:36:46
14304,2025-04-14 10:36:56,S,14304,2470,27,Contrato Assinado (1),,5356,2025-04-14 10:36:56
14305,2025-04-14 10:43:02,S,14305,1983,26,Crédito (Interno) (2),,4001,2025-04-14 10:43:02
14306,2025-04-14 10:59:00,S,14306,2003,26,Crédito (Interno) (2),,8390,2025-04-14 10:59:00
14307,2025-04-14 11:38:31,S,14307,2003,16,Contrato - Elaboração (2),,39,2025-04-14 11:38:31
14308,2025-04-14 11:53:38,S,14308,2003,20,Negociação (5),,15,2025-04-14 11:53:38
14309,2025-04-14 13:33:06,S,14309,2524,26,Crédito (Interno) (2),,4313,2025-04-14 13:33:06
14310,2025-04-14 13:49:51,S,14310,2003,23,Análise de proposta (Diretoria) (1),,116,2025-04-14 13:49:51
14311,2025-04-14 13:58:13,S,14311,2003,26,Crédito (Interno) (2),,8,2025-04-14 13:58:13
14312,2025-04-14 15:04:04,S,14312,2557,16,Contrato - Elaboração (2),,5813,2025-04-14 15:04:04
14313,2025-04-14 15:04:15,S,14313,2580,16,Contrato - Elaboração (2),,4547,2025-04-14 15:04:15
14314,2025-04-14 15:18:45,S,14314,2116,26,Crédito (Interno) (2),,7127,2025-04-14 15:18:45
14315,2025-04-14 16:54:02,S,14315,2209,16,Contrato - Elaboração (2),,459,2025-04-14 16:54:02
14316,2025-04-14 16:54:17,S,14316,2282,16,Contrato - Elaboração (2),,434,2025-04-14 16:54:17
14317,2025-04-15 08:38:04,S,14317,2574,24,Contrato - Assinatura (5),,1431,2025-04-15 08:38:04
14318,2025-04-15 09:22:26,S,14318,2573,24,Contrato - Assinatura (5),,1475,2025-04-15 09:22:26
14319,2025-04-15 09:28:35,S,14319,2574,27,Contrato Assinado (1),,50,2025-04-15 09:28:35
14320,2025-04-15 09:29:02,S,14320,2573,27,Contrato Assinado (1),,6,2025-04-15 09:29:02
14321,2025-04-15 09:49:24,S,14321,2573,17,Sienge,,20,2025-04-15 09:49:24
14322,2025-04-15 09:58:16,S,14322,2574,17,Sienge,,29,2025-04-15 09:58:16
14323,2025-04-15 10:40:03,S,14323,1928,20,Negociação (5),,38852,2025-04-15 10:40:03
14324,2025-04-15 10:40:10,S,14324,1928,4,Cancelada,,0,2025-04-15 10:40:10
14325,2025-04-15 10:57:01,S,14325,1921,16,Contrato - Elaboração (2),,1570,2025-04-15 10:57:01
14326,2025-04-15 11:04:57,S,14326,1940,26,Crédito (Interno) (2),,11680,2025-04-15 11:04:57
14327,2025-04-15 11:19:09,S,14327,2572,26,Crédito (Interno) (2),,5827,2025-04-15 11:19:09
14328,2025-04-15 12:18:18,S,14328,2569,19,Crédito (CEF) (3),,1591,2025-04-15 12:18:18
14329,2025-04-15 13:27:11,S,14329,2576,20,Negociação (5),,1614,2025-04-15 13:27:11
14330,2025-04-15 13:30:12,S,14330,2437,20,Negociação (5),,1617,2025-04-15 13:30:12
14331,2025-04-15 13:35:53,S,14331,2317,19,Crédito (CEF) (3),,7264,2025-04-15 13:35:53
14332,2025-04-15 14:28:26,S,14332,1923,20,Negociação (5),,1687,2025-04-15 14:28:26
14333,2025-04-15 14:29:50,S,14333,2592,1,Reserva (7),,219,2025-04-15 14:29:50
14334,2025-04-15 14:45:19,S,14334,2519,19,Crédito (CEF) (3),,14698,2025-04-15 14:45:19
14335,2025-04-15 14:49:32,S,14335,2116,16,Contrato - Elaboração (2),,1410,2025-04-15 14:49:32
14336,2025-04-15 14:50:54,S,14336,2559,1,Reserva (7),,18842,2025-04-15 14:50:54
14337,2025-04-15 15:21:21,S,14337,2436,20,Negociação (5),,1728,2025-04-15 15:21:21
14338,2025-04-15 15:24:09,S,14338,2570,1,Reserva (7),,11789,2025-04-15 15:24:09
14339,2025-04-15 15:44:57,S,14339,2576,23,Análise de proposta (Diretoria) (1),,137,2025-04-15 15:44:57
14340,2025-04-15 15:45:39,S,14340,2437,23,Análise de proposta (Diretoria) (1),,135,2025-04-15 15:45:39
14341,2025-04-15 15:46:17,S,14341,2436,23,Análise de proposta (Diretoria) (1),,24,2025-04-15 15:46:17
14342,2025-04-15 15:47:09,S,14342,1923,23,Análise de proposta (Diretoria) (1),,78,2025-04-15 15:47:09
14343,2025-04-15 15:49:02,S,14343,2564,1,Reserva (7),,17323,2025-04-15 15:49:02
14344,2025-04-15 15:49:19,S,14344,2564,20,Negociação (5),,0,2025-04-15 15:49:19
14345,2025-04-15 15:49:48,S,14345,2569,20,Negociação (5),,211,2025-04-15 15:49:48
14346,2025-04-15 15:52:56,S,14346,2569,1,Reserva (7),,3,2025-04-15 15:52:56
14347,2025-04-15 15:53:53,S,14347,2238,1,Reserva (7),,121012,2025-04-15 15:53:53
14348,2025-04-15 15:57:32,S,14348,2564,23,Análise de proposta (Diretoria) (1),,8,2025-04-15 15:57:32
14349,2025-04-15 16:06:28,S,14349,2545,19,Crédito (CEF) (3),,10164,2025-04-15 16:06:28
14350,2025-04-15 16:18:54,S,14350,1964,20,Negociação (5),,6183,2025-04-15 16:18:54
14351,2025-04-15 16:19:25,S,14351,1926,20,Negociação (5),,49191,2025-04-15 16:19:25
14352,2025-04-15 16:36:45,S,14352,2576,26,Crédito (Interno) (2),,51,2025-04-15 16:36:45
14353,2025-04-15 16:40:05,S,14353,2437,26,Crédito (Interno) (2),,54,2025-04-15 16:40:05
14354,2025-04-15 16:41:30,S,14354,2479,20,Negociação (5),,4657,2025-04-15 16:41:30
14355,2025-04-15 16:43:04,S,14355,2436,26,Crédito (Interno) (2),,56,2025-04-15 16:43:04
14356,2025-04-15 16:44:03,S,14356,2478,20,Negociação (5),,1853,2025-04-15 16:44:03
14357,2025-04-15 17:19:28,S,14357,1953,26,Crédito (Interno) (2),,15896,2025-04-15 17:19:28
14358,2025-04-15 17:20:57,S,14358,1987,1,Reserva (7),,21836,2025-04-15 17:20:57
14359,2025-04-15 17:26:00,S,14359,1923,26,Crédito (Interno) (2),,98,2025-04-15 17:26:00
14360,2025-04-15 17:36:10,S,14360,1987,20,Negociação (5),,15,2025-04-15 17:36:10
14361,2025-04-15 17:45:20,S,14361,2546,19,Crédito (CEF) (3),,14859,2025-04-15 17:45:20
14362,2025-04-15 20:10:28,S,14362,2402,24,Contrato - Assinatura (5),,11687,2025-04-15 20:10:28
14363,2025-04-16 08:10:38,S,14363,2402,27,Contrato Assinado (1),,720,2025-04-16 08:10:38
14364,2025-04-16 08:19:22,S,14364,2239,1,Reserva (7),,121997,2025-04-16 08:19:22
14365,2025-04-16 08:20:07,S,14365,2402,17,Sienge,,9,2025-04-16 08:20:07
14366,2025-04-16 08:34:44,S,14366,2003,16,Contrato - Elaboração (2),,2556,2025-04-16 08:34:44
14367,2025-04-16 09:07:53,S,14367,2562,1,Reserva (7),,18524,2025-04-16 09:07:53
14368,2025-04-16 09:20:42,S,14368,2564,20,Negociação (5),,1043,2025-04-16 09:20:42
14369,2025-04-16 10:02:30,S,14369,2578,19,Crédito (CEF) (3),,9621,2025-04-16 10:02:30
14370,2025-04-16 10:19:23,S,14370,2592,19,Crédito (CEF) (3),,1189,2025-04-16 10:19:23
14371,2025-04-16 10:24:03,S,14371,2519,20,Negociação (5),,1178,2025-04-16 10:24:03
14372,2025-04-16 10:35:09,S,14372,2121,26,Crédito (Interno) (2),,11613,2025-04-16 10:35:09
14373,2025-04-16 10:48:52,S,14373,2121,20,Negociação (5),,13,2025-04-16 10:48:52
14374,2025-04-16 11:09:46,S,14374,2135,20,Negociação (5),,8394,2025-04-16 11:09:46
14375,2025-04-16 11:30:07,S,14375,2281,1,Reserva (7),,122182,2025-04-16 11:30:07
14376,2025-04-16 11:52:28,S,14376,2265,1,Reserva (7),,122207,2025-04-16 11:52:28
14377,2025-04-16 12:29:40,S,14377,2563,19,Crédito (CEF) (3),,12505,2025-04-16 12:29:40
14378,2025-04-16 12:33:53,S,14378,2587,1,Reserva (7),,7203,2025-04-16 12:33:53
14379,2025-04-16 13:39:49,S,14379,2156,30,Mútuo,,30470,2025-04-16 13:39:49
14380,2025-04-16 14:02:36,S,14380,2569,20,Negociação (5),,1329,2025-04-16 14:02:36
14381,2025-04-16 14:25:39,S,14381,2569,23,Análise de proposta (Diretoria) (1),,23,2025-04-16 14:25:39
14382,2025-04-16 14:38:18,S,14382,2569,26,Crédito (Interno) (2),,12,2025-04-16 14:38:18
14383,2025-04-16 14:44:43,S,14383,2564,23,Análise de proposta (Diretoria) (1),,324,2025-04-16 14:44:43
14384,2025-04-16 14:46:42,S,14384,2519,23,Análise de proposta (Diretoria) (1),,262,2025-04-16 14:46:42
14385,2025-04-16 14:48:03,S,14385,2135,23,Análise de proposta (Diretoria) (1),,218,2025-04-16 14:48:03
14386,2025-04-16 14:50:13,S,14386,1987,23,Análise de proposta (Diretoria) (1),,1274,2025-04-16 14:50:13
14387,2025-04-16 14:52:37,S,14387,1964,23,Análise de proposta (Diretoria) (1),,1353,2025-04-16 14:52:37
14388,2025-04-16 14:54:36,S,14388,1926,23,Análise de proposta (Diretoria) (1),,1355,2025-04-16 14:54:36
14389,2025-04-16 15:22:42,S,14389,2579,1,Reserva (7),,10300,2025-04-16 15:22:42
14390,2025-04-16 15:23:20,S,14390,2256,1,Reserva (7),,122419,2025-04-16 15:23:20
14391,2025-04-16 15:49:23,S,14391,2598,1,Reserva (7),,234,2025-04-16 15:49:23
14392,2025-04-16 15:50:14,S,14392,2479,23,Análise de proposta (Diretoria) (1),,1388,2025-04-16 15:50:14
14393,2025-04-16 15:50:57,S,14393,2478,23,Análise de proposta (Diretoria) (1),,1386,2025-04-16 15:50:57
14394,2025-04-16 16:10:50,S,14394,2121,23,Análise de proposta (Diretoria) (1),,321,2025-04-16 16:10:50
14395,2025-04-16 16:20:09,S,14395,2599,1,Reserva (7),,49,2025-04-16 16:20:09
14396,2025-04-16 16:48:46,S,14396,2550,20,Negociação (5),,10487,2025-04-16 16:48:46
14397,2025-04-16 16:54:17,S,14397,1945,1,Reserva (7),,26213,2025-04-16 16:54:17
14398,2025-04-16 17:45:12,S,14398,2576,16,Contrato - Elaboração (2),,1508,2025-04-16 17:45:12
14399,2025-04-16 17:47:58,S,14399,2503,20,Negociação (5),,7584,2025-04-16 17:47:58
14400,2025-04-16 18:01:41,S,14400,2550,23,Análise de proposta (Diretoria) (1),,72,2025-04-16 18:01:41
14401,2025-04-16 18:46:16,S,14401,2342,1,Reserva (7),,108102,2025-04-16 18:46:16
14402,2025-04-16 19:18:10,S,14402,2260,1,Reserva (7),,122654,2025-04-16 19:18:10
14403,2025-04-17 08:07:22,S,14403,2437,16,Contrato - Elaboração (2),,2367,2025-04-17 08:07:22
14404,2025-04-17 08:07:37,S,14404,2436,16,Contrato - Elaboração (2),,2364,2025-04-17 08:07:37
14405,2025-04-17 08:09:05,S,14405,2572,16,Contrato - Elaboração (2),,2689,2025-04-17 08:09:05
14406,2025-04-17 08:41:06,S,14406,1987,26,Crédito (Interno) (2),,1070,2025-04-17 08:41:06
14407,2025-04-17 08:49:52,S,14407,2135,26,Crédito (Interno) (2),,1081,2025-04-17 08:49:52
14408,2025-04-17 09:09:17,S,14408,1926,26,Crédito (Interno) (2),,1094,2025-04-17 09:09:17
14409,2025-04-17 09:11:15,S,14409,2602,1,Reserva (7),,16,2025-04-17 09:11:15
14410,2025-04-17 09:16:03,S,14410,2259,1,Reserva (7),,24228,2025-04-17 09:16:03
14411,2025-04-17 09:21:53,S,14411,2593,1,Reserva (7),,2573,2025-04-17 09:21:53
14412,2025-04-17 09:24:47,S,14412,2237,1,Reserva (7),,123504,2025-04-17 09:24:47
14413,2025-04-17 09:31:17,S,14413,1983,16,Contrato - Elaboração (2),,4248,2025-04-17 09:31:17
14414,2025-04-17 09:42:13,S,14414,2503,23,Análise de proposta (Diretoria) (1),,954,2025-04-17 09:42:13
14415,2025-04-17 09:46:25,S,14415,1953,16,Contrato - Elaboração (2),,2426,2025-04-17 09:46:25
14416,2025-04-17 10:02:55,S,14416,1940,16,Contrato - Elaboração (2),,2817,2025-04-17 10:02:55
14417,2025-04-17 10:14:13,S,14417,2217,26,Crédito (Interno) (2),,14094,2025-04-17 10:14:13
14418,2025-04-17 11:07:39,S,14418,2564,26,Crédito (Interno) (2),,1222,2025-04-17 11:07:39
14419,2025-04-17 11:33:48,S,14419,2519,26,Crédito (Interno) (2),,1247,2025-04-17 11:33:48
14420,2025-04-17 11:37:13,S,14420,2593,20,Negociação (5),,135,2025-04-17 11:37:13
14421,2025-04-17 11:49:10,S,14421,2479,26,Crédito (Interno) (2),,1198,2025-04-17 11:49:10
14422,2025-04-17 12:49:36,S,14422,2588,1,Reserva (7),,8325,2025-04-17 12:49:36
14423,2025-04-17 12:49:54,S,14423,2588,20,Negociação (5),,0,2025-04-17 12:49:54
14424,2025-04-17 12:54:24,S,14424,2592,20,Negociação (5),,1595,2025-04-17 12:54:24
14425,2025-04-17 13:24:40,S,14425,2478,26,Crédito (Interno) (2),,1293,2025-04-17 13:24:40
14426,2025-04-17 13:44:08,S,14426,1964,26,Crédito (Interno) (2),,1371,2025-04-17 13:44:08
14427,2025-04-17 14:10:58,S,14427,2581,1,Reserva (7),,11231,2025-04-17 14:10:58
14428,2025-04-17 14:14:25,S,14428,1923,16,Contrato - Elaboração (2),,2688,2025-04-17 14:14:25
14429,2025-04-17 14:26:28,S,14429,2593,23,Análise de proposta (Diretoria) (1),,169,2025-04-17 14:26:28
14430,2025-04-17 14:28:01,S,14430,2592,23,Análise de proposta (Diretoria) (1),,93,2025-04-17 14:28:01
14431,2025-04-17 14:30:48,S,14431,2588,23,Análise de proposta (Diretoria) (1),,100,2025-04-17 14:30:48
14432,2025-04-17 14:56:57,S,14432,2399,26,Crédito (Interno) (2),,13015,2025-04-17 14:56:57
14433,2025-04-17 14:59:21,S,14433,2399,20,Negociação (5),,2,2025-04-17 14:59:21
14434,2025-04-17 14:59:38,S,14434,2569,16,Contrato - Elaboração (2),,1461,2025-04-17 14:59:38
14435,2025-04-17 15:05:19,S,14435,2013,1,Reserva (7),,24579,2025-04-17 15:05:19
14436,2025-04-17 15:21:40,S,14436,2007,1,Reserva (7),,24596,2025-04-17 15:21:40
14437,2025-04-17 15:23:34,S,14437,2399,23,Análise de proposta (Diretoria) (1),,24,2025-04-17 15:23:34
14438,2025-04-17 15:28:07,S,14438,2129,1,Reserva (7),,24600,2025-04-17 15:28:07
14439,2025-04-17 15:28:13,S,14439,1969,1,Reserva (7),,24603,2025-04-17 15:28:13
14440,2025-04-17 15:44:43,S,14440,2593,26,Crédito (Interno) (2),,78,2025-04-17 15:44:43
14441,2025-04-17 15:53:07,S,14441,2146,20,Negociação (5),,44744,2025-04-17 15:53:07
14442,2025-04-17 16:01:15,S,14442,1938,1,Reserva (7),,24637,2025-04-17 16:01:15
14443,2025-04-17 16:02:46,S,14443,2588,26,Crédito (Interno) (2),,91,2025-04-17 16:02:46
14444,2025-04-17 16:33:41,S,14444,2589,1,Reserva (7),,7531,2025-04-17 16:33:41
14445,2025-04-17 16:34:36,S,14445,1961,20,Negociação (5),,49165,2025-04-17 16:34:36
14446,2025-04-17 16:37:38,S,14446,1958,1,Reserva (7),,24673,2025-04-17 16:37:38
14447,2025-04-17 16:38:13,S,14447,1986,1,Reserva (7),,24673,2025-04-17 16:38:13
14448,2025-04-17 16:39:14,S,14448,2587,20,Negociação (5),,1685,2025-04-17 16:39:14
14449,2025-04-17 16:39:33,S,14449,2011,1,Reserva (7),,24674,2025-04-17 16:39:33
14450,2025-04-17 16:39:58,S,14450,2046,1,Reserva (7),,24673,2025-04-17 16:39:58
14451,2025-04-17 16:41:38,S,14451,2121,20,Negociação (5),,1470,2025-04-17 16:41:38
14452,2025-04-17 16:42:31,S,14452,2519,16,Contrato - Elaboração (2),,308,2025-04-17 16:42:31
14453,2025-04-17 16:46:04,S,14453,2277,1,Reserva (7),,123939,2025-04-17 16:46:04
14454,2025-04-17 16:56:31,S,14454,2121,23,Análise de proposta (Diretoria) (1),,14,2025-04-17 16:56:31
14455,2025-04-17 17:01:55,S,14455,2587,23,Análise de proposta (Diretoria) (1),,22,2025-04-17 17:01:55
14456,2025-04-17 17:02:48,S,14456,2146,23,Análise de proposta (Diretoria) (1),,69,2025-04-17 17:02:48
14457,2025-04-17 17:07:59,S,14457,2581,20,Negociação (5),,177,2025-04-17 17:07:59
14458,2025-04-17 17:17:47,S,14458,2479,16,Contrato - Elaboração (2),,328,2025-04-17 17:17:47
14459,2025-04-17 17:22:09,S,14459,1961,23,Análise de proposta (Diretoria) (1),,47,2025-04-17 17:22:09
14460,2025-04-17 17:23:46,S,14460,2581,23,Análise de proposta (Diretoria) (1),,15,2025-04-17 17:23:46
14461,2025-04-19 09:05:43,S,14461,2017,1,Reserva (7),,27099,2025-04-19 09:05:43
14462,2025-04-19 09:14:06,S,14462,2577,20,Negociação (5),,11027,2025-04-19 09:14:06
14463,2025-04-19 09:36:12,S,14463,2201,20,Negociação (5),,11489,2025-04-19 09:36:12
14464,2025-04-19 09:41:58,S,14464,2517,20,Negociação (5),,37380,2025-04-19 09:41:58
14465,2025-04-19 09:48:37,S,14465,1950,20,Negociação (5),,66141,2025-04-19 09:48:37
14466,2025-04-19 10:08:48,S,14466,1939,20,Negociação (5),,12583,2025-04-19 10:08:48
14467,2025-04-19 10:10:54,S,14467,2013,1,Reserva (7),,2585,2025-04-19 10:10:54
14468,2025-04-19 10:42:07,S,14468,2605,1,Reserva (7),,3,2025-04-19 10:42:07
14469,2025-04-19 10:42:11,S,14469,2605,20,Negociação (5),,0,2025-04-19 10:42:11
14470,2025-04-19 19:44:16,S,14470,2576,24,Contrato - Assinatura (5),,4439,2025-04-19 19:44:16
14471,2025-04-20 15:55:42,S,14471,2569,32,Contrato VB - Espera,,4376,2025-04-20 15:55:42
14472,2025-04-22 09:36:21,S,14472,2605,23,Análise de proposta (Diretoria) (1),,4254,2025-04-22 09:36:21
14473,2025-04-22 09:37:52,S,14473,2576,27,Contrato Assinado (1),,3713,2025-04-22 09:37:52
14474,2025-04-22 09:46:27,S,14474,2576,17,Sienge,,8,2025-04-22 09:46:27
14475,2025-04-22 09:56:28,S,14475,1950,23,Análise de proposta (Diretoria) (1),,4327,2025-04-22 09:56:28
14476,2025-04-22 09:59:36,S,14476,1939,23,Análise de proposta (Diretoria) (1),,4310,2025-04-22 09:59:36
14477,2025-04-22 10:08:59,S,14477,2587,20,Negociação (5),,6787,2025-04-22 10:08:59
14478,2025-04-22 10:13:51,S,14478,2438,1,Reserva (7),,80393,2025-04-22 10:13:51
14479,2025-04-22 10:16:30,S,14479,2577,23,Análise de proposta (Diretoria) (1),,4382,2025-04-22 10:16:30
14480,2025-04-22 10:17:36,S,14480,2201,23,Análise de proposta (Diretoria) (1),,4361,2025-04-22 10:17:36
14481,2025-04-22 10:22:10,S,14481,2583,1,Reserva (7),,18085,2025-04-22 10:22:10
14482,2025-04-22 10:23:03,S,14482,2584,1,Reserva (7),,18055,2025-04-22 10:23:03
14483,2025-04-22 10:23:37,S,14483,2585,1,Reserva (7),,18049,2025-04-22 10:23:37
14484,2025-04-22 10:33:15,S,14484,2438,20,Negociação (5),,19,2025-04-22 10:33:15
14485,2025-04-22 10:36:03,S,14485,1961,20,Negociação (5),,6793,2025-04-22 10:36:03
14486,2025-04-22 10:41:49,S,14486,2587,23,Análise de proposta (Diretoria) (1),,32,2025-04-22 10:41:49
14487,2025-04-22 10:44:14,S,14487,2587,20,Negociação (5),,2,2025-04-22 10:44:14
14488,2025-04-22 10:46:11,S,14488,2587,23,Análise de proposta (Diretoria) (1),,1,2025-04-22 10:46:11
14489,2025-04-22 10:53:20,S,14489,1961,23,Análise de proposta (Diretoria) (1),,17,2025-04-22 10:53:20
14490,2025-04-22 11:08:29,S,14490,2201,26,Crédito (Interno) (2),,50,2025-04-22 11:08:29
14491,2025-04-22 11:45:59,S,14491,2571,1,Reserva (7),,21618,2025-04-22 11:45:59
14492,2025-04-22 11:50:53,S,14492,2591,1,Reserva (7),,10258,2025-04-22 11:50:53
14493,2025-04-22 11:53:21,S,14493,2581,26,Crédito (Interno) (2),,6869,2025-04-22 11:53:21
14494,2025-04-22 12:24:04,S,14494,1945,19,Crédito (CEF) (3),,8369,2025-04-22 12:24:04
14495,2025-04-22 13:34:48,S,14495,2438,23,Análise de proposta (Diretoria) (1),,181,2025-04-22 13:34:48
14496,2025-04-22 14:08:24,S,14496,2438,26,Crédito (Interno) (2),,33,2025-04-22 14:08:24
14497,2025-04-22 14:17:15,S,14497,2399,26,Crédito (Interno) (2),,7133,2025-04-22 14:17:15
14498,2025-04-22 14:50:50,S,14498,2581,20,Negociação (5),,177,2025-04-22 14:50:50
14499,2025-04-22 15:08:27,S,14499,2581,23,Análise de proposta (Diretoria) (1),,17,2025-04-22 15:08:27
14500,2025-04-22 15:11:16,S,14500,2569,1,Reserva (7),,2835,2025-04-22 15:11:16
14501,2025-04-22 15:13:29,S,14501,2569,20,Negociação (5),,2,2025-04-22 15:13:29
14502,2025-04-22 15:14:18,S,14502,2569,23,Análise de proposta (Diretoria) (1),,0,2025-04-22 15:14:18
14503,2025-04-22 15:33:09,S,14503,1952,19,Crédito (CEF) (3),,20107,2025-04-22 15:33:09
14504,2025-04-22 15:34:41,S,14504,2578,20,Negociação (5),,8972,2025-04-22 15:34:41
14505,2025-04-22 15:36:02,S,14505,1950,26,Crédito (Interno) (2),,339,2025-04-22 15:36:02
14506,2025-04-22 15:47:16,S,14506,2597,1,Reserva (7),,8896,2025-04-22 15:47:16
14507,2025-04-22 15:52:17,S,14507,2240,1,Reserva (7),,131090,2025-04-22 15:52:17
14508,2025-04-22 15:52:43,S,14508,1939,26,Crédito (Interno) (2),,353,2025-04-22 15:52:43
14509,2025-04-22 16:10:13,S,14509,2578,23,Análise de proposta (Diretoria) (1),,35,2025-04-22 16:10:13
14510,2025-04-22 16:38:22,S,14510,2608,1,Reserva (7),,25,2025-04-22 16:38:22
14511,2025-04-22 17:13:47,S,14511,2503,26,Crédito (Interno) (2),,7651,2025-04-22 17:13:47
14512,2025-04-22 17:36:33,S,14512,2275,1,Reserva (7),,131190,2025-04-22 17:36:33
14513,2025-04-22 17:41:01,S,14513,2569,26,Crédito (Interno) (2),,146,2025-04-22 17:41:01
14514,2025-04-22 17:46:15,S,14514,2587,26,Crédito (Interno) (2),,420,2025-04-22 17:46:15
14515,2025-04-22 17:52:35,S,14515,2126,1,Reserva (7),,30442,2025-04-22 17:52:35
14516,2025-04-22 17:58:07,S,14516,2587,20,Negociação (5),,11,2025-04-22 17:58:07
14517,2025-04-22 17:58:29,S,14517,2587,23,Análise de proposta (Diretoria) (1),,0,2025-04-22 17:58:29
14518,2025-04-22 18:50:09,S,14518,2248,1,Reserva (7),,131267,2025-04-22 18:50:09
14519,2025-04-22 18:59:01,S,14519,2255,1,Reserva (7),,131275,2025-04-22 18:59:01
14520,2025-04-22 19:04:24,S,14520,2254,1,Reserva (7),,131281,2025-04-22 19:04:24
14521,2025-04-22 19:07:00,S,14521,2258,1,Reserva (7),,131283,2025-04-22 19:07:00
14522,2025-04-22 19:08:55,S,14522,1925,26,Crédito (Interno) (2),,21776,2025-04-22 19:08:55
14523,2025-04-23 08:29:44,S,14523,2587,26,Crédito (Interno) (2),,871,2025-04-23 08:29:44
14524,2025-04-23 08:31:06,S,14524,2587,20,Negociação (5),,1,2025-04-23 08:31:06
14525,2025-04-23 08:31:57,S,14525,2601,1,Reserva (7),,9495,2025-04-23 08:31:57
14526,2025-04-23 08:33:32,S,14526,2587,23,Análise de proposta (Diretoria) (1),,2,2025-04-23 08:33:32
14527,2025-04-23 08:35:45,S,14527,2587,20,Negociação (5),,2,2025-04-23 08:35:45
14528,2025-04-23 08:42:40,S,14528,2587,23,Análise de proposta (Diretoria) (1),,6,2025-04-23 08:42:40
14529,2025-04-23 08:55:51,S,14529,2587,26,Crédito (Interno) (2),,13,2025-04-23 08:55:51
14530,2025-04-23 09:17:11,S,14530,2436,24,Contrato - Assinatura (5),,8709,2025-04-23 09:17:11
14531,2025-04-23 09:17:28,S,14531,2437,24,Contrato - Assinatura (5),,8710,2025-04-23 09:17:28
14532,2025-04-23 09:20:43,S,14532,1905,26,Crédito (Interno) (2),,26894,2025-04-23 09:20:43
14533,2025-04-23 09:21:06,S,14533,2592,26,Crédito (Interno) (2),,8333,2025-04-23 09:21:06
14534,2025-04-23 09:21:39,S,14534,2581,26,Crédito (Interno) (2),,1093,2025-04-23 09:21:39
14535,2025-04-23 09:22:06,S,14535,2577,26,Crédito (Interno) (2),,1385,2025-04-23 09:22:06
14536,2025-04-23 09:22:36,S,14536,2551,26,Crédito (Interno) (2),,26984,2025-04-23 09:22:36
14537,2025-04-23 09:23:01,S,14537,2550,26,Crédito (Interno) (2),,9561,2025-04-23 09:23:01
14538,2025-04-23 09:23:35,S,14538,2544,26,Crédito (Interno) (2),,26888,2025-04-23 09:23:35
14539,2025-04-23 09:24:00,S,14539,2543,26,Crédito (Interno) (2),,26892,2025-04-23 09:24:00
14540,2025-04-23 09:25:28,S,14540,2539,26,Crédito (Interno) (2),,27005,2025-04-23 09:25:28
14541,2025-04-23 09:26:01,S,14541,2500,26,Crédito (Interno) (2),,20080,2025-04-23 09:26:01
14542,2025-04-23 09:26:18,S,14542,2499,26,Crédito (Interno) (2),,22689,2025-04-23 09:26:18
14543,2025-04-23 09:26:36,S,14543,2370,26,Crédito (Interno) (2),,19738,2025-04-23 09:26:36
14544,2025-04-23 09:27:01,S,14544,2180,26,Crédito (Interno) (2),,22511,2025-04-23 09:27:01
14545,2025-04-23 09:27:25,S,14545,2146,26,Crédito (Interno) (2),,8184,2025-04-23 09:27:25
14546,2025-04-23 09:27:46,S,14546,2125,26,Crédito (Interno) (2),,21610,2025-04-23 09:27:46
14547,2025-04-23 09:28:05,S,14547,2121,26,Crédito (Interno) (2),,8191,2025-04-23 09:28:05
14548,2025-04-23 09:54:51,S,14548,1925,20,Negociação (5),,885,2025-04-23 09:54:51
14549,2025-04-23 09:56:16,S,14549,2082,26,Crédito (Interno) (2),,27292,2025-04-23 09:56:16
